,Unnamed: 0,emotion,quotes
400,400,romance,"You really love her don't you,"" she said.With all my heart.""She looked as sad as I'd ever seen her.What's your heart telling you to do?""I don't know.""Maybe"", she said gently,""You're trying to hard to hear it."
119,119,love,"Love is a fire. But whether it is going to warm your hearth or burn down your house, you can never tell."
3543,3544,science,"The size and age of the Cosmos are beyond ordinary human understanding. Lost somewhere between immensity and eternity is our tiny planetary home. In a cosmic perspective, most human concerns seem insignificant, even petty. And yet our species is young and curious and brave and shows much promise. In the last few millennia we have made the most astonishing and unexpected discoveries about the Cosmos and our place within it, explorations that are exhilarating to consider. They remind us that humans have evolved to wonder, that understanding is a joy, that knowledge is prerequisite to survival. I believe our future depends on how well we know this Cosmos in which we float like a mote of dust in the morning sky."
2200,2201,religion,"There is something pagan in me that I cannot shake off. In short, I deny nothing, but doubt everything."
419,419,romance,"It is a long way to Ireland, Janet, and I am sorry to send my little friend on such weary travels: but if I can't do better, how is it to be helped? Are you anything akin to me, do you think, Jane?""I could risk no sort of answer by this time: my heart was still. ""Because, he said, ""I sometimes have a queer feeling with regard to you - especially when you are near me, as now: it is as if I had a string somewhere under my left ribs, tightly and inextricably knotted to a similar string situated in the corresponding quarter of your little frame. And if that boisterous channel, and two hundred miles or so of land some broad between us, I am afraid that cord of communion will be snapt; and then I've a nervous notion I should take to bleeding inwardly. As for you, - you'd forget me."
746,747,happiness,"Part of the problem with the word 'disabilities' is that it immediately suggests an inability to see or hear or walk or do other things that many of us take for granted. But what of people who can't feel? Or talk about their feelings? Or manage their feelings in constructive ways? What of people who aren't able to form close and strong relationships? And people who cannot find fulfillment in their lives, or those who have lost hope, who live in disappointment and bitterness and find in life no joy, no love? These, it seems to me, are the real disabilities."
3125,3126,death,"Carve your name on hearts, not tombstones. A legacy is etched into the minds of others and the stories they share about you."
3782,3783,books,To acquire the habit of reading is to construct for yourself a refuge from almost all the miseries of life.
862,863,happiness,Happiness was but the occasional episode in a general drama of pain.
2679,2680,god,"There are people in the world so hungry, that God cannot appear to them except in the form of bread."
863,864,happiness,"Money may not buy happiness, but I'd rather cry in a Jaguar than on a bus."
4035,4036,knowledge,"The first men to be created and formed were called the Sorcerer of Fatal Laughter, the Sorcerer of Night, Unkempt, and the Black Sorcerer … They were endowed with intelligence, they succeeded in knowing all that there is in the world. When they looked, instantly they saw all that is around them, and they contemplated in turn the arc of heaven and the round face of the earth … [Then the Creator said]: 'They know all … what shall we do with them now? Let their sight reach only to that which is near; let them see only a little of the face of the earth!… Are they not by nature simple creatures of our making? Must they also be gods?"
2191,2192,religion,I have a problem with people who take the Constitution loosely and the Bible literally.
2891,2892,god,"I have been finding treasures in places I did not want to search. I have been hearing wisdom from tongues I did not want to listen. I have been finding beauty where I did not want to look. And I have learned so much from journeys I did not want to take. Forgive me, O Gracious One; for I have been closing my ears and eyes for too long. I have learned that miracles are only called miracles because they are often witnessed by only those who can can see through all of life's illusions. I am ready to see what really exists on other side, what exists behind the blinds, and taste all the ugly fruit instead of all that looks right, plump and ripe."
61,61,love,I would always rather be happy than dignified.
1497,1498,faith,The world’s greatest achievers have been those who have always stayed focussed on their goals and have been consistent in their efforts.
2519,2520,spirituality,"Within each of us is a light, awake, encoded in the fibers of our existence. Divine ecstasy is the totality of this marvelous creation experienced in the hearts of humanity"
1486,1487,faith,"And though I have the gift of prophecy, and understand all mysteries, and all knowledge; and though I have all faith, so that I could remove mountains, but have not love, I am nothing."
2140,2141,religion,God doesn’t need to punish us. He just grants us a long enough life to punish ourselves.
2586,2587,spirituality,"The symbol of Goddess gives us permission. She teaches us to embrace the holiness of every natural, ordinary, sensual dying moment. Patriarchy may try to negate body and flee earth with its constant heartbeat of death, but Goddess forces us back to embrace them, to take our human life in our arms and clasp it for the divine life it is - the nice, sanitary, harmonious moment as well as the painful, dark, splintered ones.If such a consciousness truly is set loose in the world, nothing will be the same. It will free us to be in a sacred body, on a sacred planet, in sacred communion with all of it. It will infect the universe with holiness. We will discover the Divine deep within the earth and the cells of our bodies, and we will lover her there with all our hearts and all our souls and all our minds."
2,2,love,You know you're in love when you can't fall asleep because reality is finally better than your dreams.
3350,3351,science,"Science investigates; religion interprets. Science gives man knowledge, which is power; religion gives man wisdom, which is control. Science deals mainly with facts; religion deals mainly with values. The two are not rivals."
3339,3340,science,Extraordinary claims require extraordinary evidence.
546,546,romance,For thousands of nights I dreamed of making love to you. No man on earth has ever hated sunrise as I do.
2454,2455,spirituality,"If you know that I am an unbeliever, then you know me better than I do myself. I may be an unbeliever, but I am an unbeliever who has a nostalgia for a belief."
378,378,romance,"Sometimes when I'm alone, I take the pearl from where it lives in my pocket and try to remember the boy with the bread, the strong arms that warded off nightmares on the train, the kisses in the arena."
3753,3754,books,"If you have enough book space, I don't want to talk to you."
4028,4029,knowledge,Doubt … is an illness that comes from knowledge and leads to madness.
2990,2991,death,I go to seek a Great Perhaps.
2939,2940,god,"If the concept of God has any validity or any use, it can only be to make us larger, freer, and more loving. If God cannot do this, then it is time we got rid of Him."
3287,3288,death,"In my dream I know I am falling. But there is no up or down, no walls or sides or ceilings, just the sensation of cold and darkness everywhere. I am so scared I could scream. But when I open my mouth, nothing happens. And I wonder if you fall forever and never touch down, is it really still falling? I think I will fall forever."
3121,3122,death,Losing your life is not the worst thing that can happen. The worst thing is to lose your reason for living.
2638,2639,spirituality,"The great point in Christianity is the search for an independent content for spiritual life which, according to the insights of its founder, could be elevated, not by the forces of a world external to the soul of man, but by the revelation of a new world within his soul. Islam fully agrees with this insight and supplements it by the further insight that the illumination of the new world thus revealed is not something foreign to the world of matter but permeates it through and through. Thus the affirmation of spirit sought by Christianity would come not by the renunciation of external forces which are already permeated by the illumination of spirit, but by a proper adjustment of man's relation to these forces in view of the light received from the world within."
220,220,love,"One day you will kiss a man you can't breathe without, and find that breath is of little consequence."
757,758,happiness,"Maybe the truth is, there's a little bit of loser in all of us. Being happy isn't having everything in your life be perfect. Maybe it's about stringing together all the little things."
3385,3386,science,We are a way for the cosmos to know itself.
3770,3771,books,Be awesome! Be a book nut!
25,25,love,"You don't love someone because they're perfect, you love them in spite of the fact that they're not."
962,963,happiness,"I believe compassion to be one of the few things we can practice that will bring immediate and long-term happiness to our lives. I’m not talking about the short-term gratification of pleasures like sex, drugs or gambling (though I’m not knocking them), but something that will bring true and lasting happiness. The kind that sticks."
4211,4212,knowledge,Fear grew in places unlit by knowledge
1597,1598,faith,A faith that cannot survive collision with the truth is not worth many regrets.
1343,1344,faith,Be Brave and Take Risks: You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.
510,510,romance,"By you, I am forever undone."
741,742,happiness,"People like to say love is unconditional, but it's not, and even if it was unconditional, it's still never free. There's always an expectation attached. They always want something in return. Like they want you to be happy or whatever and that makes you automatically responsible for their happiness because they won't be happy unless you are ... I just don't want that responsibility."
2019,2020,religion,I think it pisses God off if you walk by the color purple in a field somewhere and don't notice it.
3183,3184,death,"...But the Mahommedan religion increases, instead of lessening, the fury of intolerance. It was originally propagated by the sword, and ever since, its votaries have been subject, above the people of all other creeds, to this form of madness. In a moment the fruits of patient toil, the prospects of material prosperity, the fear of death itself, are flung aside. The more emotional Pathans are powerless to resist. All rational considerations are forgotten. Seizing their weapons, they become Ghazis—as dangerous and as sensible as mad dogs: fit only to be treated as such. While the more generous spirits among the tribesmen become convulsed in an ecstasy of religious bloodthirstiness, poorer and more material souls derive additional impulses from the influence of others, the hopes of plunder and the joy of fighting. Thus whole nations are roused to arms. Thus the Turks repel their enemies, the Arabs of the Soudan break the British squares, and the rising on the Indian frontier spreads far and wide. In each case civilisation is confronted with militant Mahommedanism. The forces of progress clash with those of reaction. The religion of blood and war is face to face with that of peace."
3870,3871,books,"Stephenie Meyer: Her vampires are sparkly, which I think we can all agree is wrong."
2957,2958,god,"It was too perfect to last,' so I am tempted to say of our marriage. But it can be meant in two ways. It may be grimly pessimistic - as if God no sooner saw two of His creatures happy than He stopped it ('None of that here!'). As if He were like the Hostess at the sherry-party who separates two guests the moment they show signs of having got into a real conversation. But it could also mean 'This had reached its proper perfection. This had become what it had in it to be. Therefore of course it would not be prolonged.' As if God said, 'Good; you have mastered that exercise. I am very pleased with it. And now you are ready to go on to the next."
3089,3090,death,"That life - whatever else it is - is short. That fate is cruel but maybe not random. That Nature (meaning Death) always wins but that doesn’t mean we have to bow and grovel to it. That maybe even if we’re not always so glad to be here, it’s our task to immerse ourselves anyway: wade straight through it, right through the cesspool, while keeping eyes and hearts open. And in the midst of our dying, as we rise from the organic and sink back ignominiously into the organic, it is a glory and a privilege to love what Death doesn’t touch."
4258,4259,knowledge,"If the ignorance of nature gave birth to such a variety of gods, the knowledge of this nature is calculated to destroy them."
1553,1554,faith,He who thinks half-heartedly will not believe in God; but he who really thinks has to believe in God.
3916,3917,books,"It starts so young, and I'm angry about that. The garbage we're taught. About love, about what's ""romantic."" Look at so many of the so-called romantic figures in books and movies. Do we ever stop and think how many of them would cause serious and drastic unhappiness after The End? Why are sick and dangerous personality types so often shown a passionate and tragic and something to be longed for when those are the very ones you should run for your life from? Think about it. Heathcliff. Romeo. Don Juan. Jay Gatsby. Rochester. Mr. Darcy. From the rigid control freak in The Sound of Music to all the bad boys some woman goes running to the airport to catch in the last minute of every romantic comedy. She should let him leave. Your time is so valuable, and look at these guys--depressive and moody and violent and immature and self-centered. And what about the big daddy of them all, Prince Charming? What was his secret life? We dont know anything about him, other then he looks good and comes to the rescue."
692,693,happiness,Sanity and happiness are an impossible combination.
4170,4171,knowledge,"Meditation is the dissolution of thoughts in Eternal awareness or Pure consciousness without objectification, knowing without thinking, merging finitude in infinity."
3282,3283,death,"But when ye come, and all the flowers are dying,If I am dead, as dead I well may be,You'll come and find the place where I am lying,And kneel and say Ave there for me,And I shall hear, though soft you tread above me,And all my grave will warmer, sweeter be,For you will bend and tell me that you love me,And I shall sleep in peace until you come to me"
3707,3708,books,Books have a unique way of stopping time in a particular moment and saying: Let’s not forget this.
780,781,happiness,"Keep your best wishes, close to your heart and watch what happens"
1200,1201,inspirational,The worst part of success is trying to find someone who is happy for you.
3049,3050,death,To live in hearts we leave behind is not to die.
1692,1693,motivational,"Never stop dreaming, never stop believing, never give up, never stop trying, and never stop learning."
968,969,happiness,"Ahhh. Bed, book, kitten, sandwich. All one needed in life, really."
2653,2654,god,"The darker the night, the brighter the stars,  The deeper the grief, the closer is God!"
1162,1163,inspirational,"Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey."
1510,1511,faith,"There is strange comfort in knowing that no matter what happens today, the Sun will rise again tomorrow."
2087,2088,religion,Better to sleep with a sober cannibal than a drunk Christian.
73,73,love,Doubt thou the stars are fire;Doubt that the sun doth move;Doubt truth to be a liar;But never doubt I love.
2774,2775,god,"Experts in ancient Greek culture say that people back then didn't see their thoughts as belonging to them. When ancient Greeks had a thought, it occurred to them as a god or goddess giving an order. Apollo was telling them to be brave. Athena was telling them to fall in love. Now people hear a commercial for sour cream potato chips and rush out to buy, but now they call this free will.At least the ancient Greeks were being honest."
2315,2316,spirituality,"I believe in God, but not as one thing, not as an old man in the sky. I believe that what people call God is something in all of us. I believe that what Jesus and Mohammed and Buddha and all the rest said was right. It's just that the translations have gone wrong."
914,915,happiness,"Seize the moments of happiness, love and be loved! That is the only reality in the world, all else is folly. It is the one thing we are interested in here."
195,195,love,Look after my heart - I've left it with you.
3431,3432,science,"[The Old Astronomer to His Pupil]Reach me down my Tycho Brahe, I would know him when we meet,When I share my later science, sitting humbly at his feet;He may know the law of all things, yet be ignorant of howWe are working to completion, working on from then to now.Pray remember that I leave you all my theory complete,Lacking only certain data for your adding, as is meet,And remember men will scorn it, 'tis original and true,And the obloquy of newness may fall bitterly on you.But, my pupil, as my pupil you have learned the worth of scorn,You have laughed with me at pity, we have joyed to be forlorn,What for us are all distractions of men's fellowship and smiles;What for us the Goddess Pleasure with her meretricious smiles.You may tell that German College that their honor comes too late,But they must not waste repentance on the grizzly savant's fate.Though my soul may set in darkness, it will rise in perfect light;I have loved the stars too fondly to be fearful of the night.What, my boy, you are not weeping? You should save your eyes for sight;You will need them, mine observer, yet for many another night.I leave none but you, my pupil, unto whom my plans are known.You 'have none but me,' you murmur, and I 'leave you quite alone'?Well then, kiss me, -- since my mother left her blessing on my brow,There has been a something wanting in my nature until now;I can dimly comprehend it, -- that I might have been more kind,Might have cherished you more wisely, as the one I leave behind.I 'have never failed in kindness'? No, we lived too high for strife,--Calmest coldness was the error which has crept into our life;But your spirit is untainted, I can dedicate you stillTo the service of our science: you will further it? you will!There are certain calculations I should like to make with you,To be sure that your deductions will be logical and true;And remember, 'Patience, Patience,' is the watchword of a sage,Not to-day nor yet to-morrow can complete a perfect age.I have sown, like Tycho Brahe, that a greater man may reap;But if none should do my reaping, 'twill disturb me in my sleepSo be careful and be faithful, though, like me, you leave no name;See, my boy, that nothing turn you to the mere pursuit of fame.I must say Good-bye, my pupil, for I cannot longer speak;Draw the curtain back for Venus, ere my vision grows too weak:It is strange the pearly planet should look red as fiery Mars,--God will mercifully guide me on my way amongst the stars."
3786,3787,books,"Let children read whatever they want and then talk about it with them. If parents and kids can talk together, we won't have as much censorship because we won't have as much fear."
886,887,happiness,People wait around too long for love. I'm happy with all of my lusts!
4010,4011,knowledge,"Unless you try to do something beyond what you have already mastered, you will never grow."
4216,4217,knowledge,Opinion is usually something which people have when they lack comprehensive information.
1808,1809,motivational,"I cannot compromise my respect for your love. You can keep your love, I will keep my respect."
1420,1421,faith,"To one who has faith, no explanation is necessary. To one without faith, no explanation is possible."
2434,2435,spirituality,"The difference between theism and nontheism is not whether one does or does not believe in God. . . Theism is a deep-seated conviction that there's some hand to hold: if we just do the right things, someone will appreciate us and take care of us. . . Nontheism is relaxing with the ambiguity and uncertainty of the present moment without reaching for anything to protect ourselves."
1532,1533,faith,A man who is intimate with God is not intimidated by man.
613,613,romance,You had to be willing to fight in order for a love story to last a life time.
530,530,romance,"Were you always such a stubborn, blind, obtuse girl?”“Are you calling me stupid?”“Yes, but in a more poetic way!”“Well, here’s a poem for you. Get lost!"
1183,1184,inspirational,"A ship is safe in harbor, but that's not what ships are for."
1849,1850,motivational,You make the world a better place by making daily improvements to become the best version of yourself.
415,415,romance,Don't leave a piece of jewelry at his house so you can go back and get it later; he may be with his real girlfriend.
2446,2447,spirituality,"The more you believed in yourself, the more you could trust yourself. The more you trust yourself, the less you compare yourself to others."
3705,3706,books,A classic is a book that has never finished saying what it has to say.
2778,2779,god,There is no God but Allah and Muhammad is the Messenger of Allah.
70,70,love,"Every heart sings a song, incomplete, until another heart whispers back. Those who wish to sing always find a song. At the touch of a lover, everyone becomes a poet."
1938,1939,motivational,"The more you talk about them, the more important they will feel. The more you listen to them, the more important you will make them feel."
1032,1033,inspirational,Do what you feel in your heart to be right – for you’ll be criticized anyway.
2358,2359,spirituality,"Are you looking for me? I am in the next seat.My shoulder is against yours.you will not find me in the stupas, not in Indian shrine rooms, nor in synagogues, nor in cathedrals:not in masses, nor kirtans, not in legs winding around your own neck, nor in eating nothing but vegetables.When you really look for me, you will see me instantly —you will find me in the tiniest house of time.Kabir says: Student, tell me, what is God? He is the breath inside the breath."
4075,4076,knowledge,"To learn is not to know; there are the learners and the learned. Memory makes the one, philosophy the others."
1047,1048,inspirational,First they ignore you. Then they ridicule you. And then they attack you and want to burn you. And then they build monuments to you.
2360,2361,spirituality,"Crying is one of the highest devotional songs. One who knows crying, knows spiritual practice. If you can cry with a pure heart, nothing else compares to such a prayer. Crying includes all the principles of Yoga."
2363,2364,spirituality,Do not abandon yourselves to despair. We are the Easter people and hallelujah is our song.
2721,2722,god,"25 And the Lord spake unto the Angel that guarded the eastern gate, saying 'Where is the flaming sword that was given unto thee?'26 And the Angel said, 'I had it here only a moment ago, I must have put it down some where, forget my own head next.'27 And the Lord did not ask him again."
890,891,happiness,The true measure of success is how many times you can bounce back from failure.
702,703,happiness,"Always find opportunities to make someone smile, and to offer random acts of kindness in everyday life."
1295,1296,inspirational,Believe in your infinite potential. Your only limitations are those you set upon yourself.
707,708,happiness,Cry. Forgive. Learn. Move on. Let your tears water the seeds of your future happiness.
4063,4064,knowledge,"Learn to distinguish the difference between errors of knowledge and breaches of morality. An error of knowledge is not a moral flaw, provided you are willing to correct it; only a mystic would judge human beings by the standard of an impossible, automatic omniscience. But a breach of morality is the conscious choice of an action you know to be evil, or a willful evasion of knowledge, a suspension of sight and of thought. That which you do not know, is not a moral charge against you; but that which you refuse to know, is an account of infamy growing in your soul. Make every allowance for errors of knowledge; do not forgive or accept any break of morality."
769,770,happiness,"I'm choosing happiness over suffering, I know I am. I'm making space for the unknown future to fill up my life with yet-to-come surprises."
1336,1337,faith,"You must not lose faith in humanity. Humanity is like an ocean; if a few drops of the ocean are dirty, the ocean does not become dirty."
3060,3061,death,"People pontificate, ""Suicide is selfishness."" Career churchmen like Pater go a step further and call in a cowardly assault on the living. Oafs argue this specious line for varying reason: to evade fingers of blame, to impress one's audience with one's mental fiber, to vent anger, or just because one lacks the necessary suffering to sympathize. Cowardice is nothing to do with it - suicide takes considerable courage. Japanese have the right idea. No, what's selfish is to demand another to endure an intolerable existence, just to spare families, friends, and enemies a bit of soul-searching."
2497,2498,spirituality,"At that moment of realization (that union with God is always present), that's when God let me go, let me slide through His fingers with this last compassionate, unspoken message:You may return here once you have fully come to understand that you are always here."
594,594,romance,I'd rather die on my own terms than live on theirs. I'd rather die loving Alex than live without him.
4276,4277,knowledge,"truth, like gold, is to be obtained not by its growth, but by washing away from it all that is not gold."
1730,1731,motivational,"I want to live my life in such a way that when I get out of bed in the morning, the devil says, ""aw shit, he's up!"
1111,1112,inspirational,"Do what is right, not what is easy nor what is popular."
1751,1752,motivational,"Failure is a bend in the road, not the end of the road. Learn from failure and keep moving forward."
174,174,love,"One cannot think well, love well, sleep well, if one has not dined well."
516,516,romance,He was now in that state of fire that she loved. She wanted to be burnt.
4004,4005,knowledge,"Ignorance more frequently begets confidence than does knowledge: it is those who know little, not those who know much, who so positively assert that this or that problem will never be solved by science."
3544,3545,science,"No need to be afraid. I’m just a Holon.” “Huh?” “A Holon. What are you?” “You mean who am I?” I correct him. “No, what are you?” “I’m not a what. I’m a who.” “How can you be a who if you’re not a what?” “What?"
88,88,love,"Two people in love, alone, isolated from the world, that's beautiful."
4279,4280,knowledge,Education is beautification of the inner world and the outer world.
3374,3375,science,"The scientist is not a person who gives the right answers, he's one who asks the right questions."
2317,2318,spirituality,Believe in your infinite potential. Your only limitations are those you set upon yourself.
916,917,happiness,"To be stupid, and selfish, and to have good health are the three requirements for happiness - though if stupidity is lacking, the others are useless."
952,953,happiness,"nothing wonderful lasted forever. Joy was as fleeting as a shooting star that crossed the evening sky, ready to blink out at any moment."
3408,3409,science,"Common sense and a sense of humor are the same thing, moving at different speeds. A sense of humor is just common sense, dancing."
2761,2762,god,"I believe in God, only I spell it Nature."
2084,2085,religion,"Laws and principles are not for the times when there is no temptation: they are for such moments as this, when body and soul rise in mutiny against their rigour ... If at my convenience I might break them, what would be their worth?"
2017,2018,religion,"All religion, my friend, is simply evolved out of fraud, fear, greed, imagination, and poetry."
268,268,love,What she had realized was that love was that moment when your heart was about to burst.
3888,3889,books,"All morning I struggled with the sensation of stray wisps of one world seeping through the cracks of another. Do you know the feeling when you start reading a new book before the membrane of the last one has had time to close behind you? You leave the previous book with ideas and themes -- characters even -- caught in the fibers of your clothes, and when you open the new book, they are still with you."
3415,3416,science,"One thing I have learned in a long life: that all our science, measured against reality, is primitive and childlike -- and yet it is the most precious thing we have."
3330,3331,science,"It would be possible to describe everything scientifically, but it would make no sense; it would be without meaning, as if you described a Beethoven symphony as a variation of wave pressure."
3266,3267,death,"You attend the funeral, you bid the dead farewell. You grieve. Then you continue with your life. And at times the fact of her absence will hit you like a blow to the chest, and you will weep. But this will happen less and less as time goes on. She is dead. You are alive. So live."
3064,3065,death,There is love in holding and there is love in letting go.
1315,1316,inspirational,"Two roads diverged in a wood, and I -I took the one less traveled by,And that has made all the difference."
2668,2669,god,I talk to God but the sky is empty.
133,133,love,"It is good to love many things, for therein lies the true strength, and whosoever loves much performs much, and can accomplish much, and what is done in love is well done."
3947,3948,books,"Readers have the right to say whatever the fuck they want about a book. Period. They have that right. If they hate the book because the MC says the word “delicious” and the reader believes it’s the Devil’s word and only evil people use it, they can shout from the rooftops “This book is shit and don’t read it” if they want. If they want to write a review entirely about how much they hate the cover, they can if they want. If they want to make their review all about how their dog Foot Foot especially loved to pee on that particular book, they can.""[Blog entry, January 9, 2012]"
1910,1911,motivational,"Life has no limitations, except the ones you make."
4135,4136,knowledge,"To force oneself to believe and to accept a thing without understanding is political, and not spiritual or intellectual."
1686,1687,motivational,It's never too late to change your life for the better. You don't have to take huge steps to change your life. Making even the smallest changes to your daily routine can make a big difference to your life.
883,884,happiness,You have to participate relentlessly in the manifestation of your own blessings.
1043,1044,inspirational,"Whatever you are, be a good one."
3324,3325,science,Science is not only compatible with spirituality; it is a profound source of spirituality.
3955,3956,books,Someone once wrote that a novel should deliver a series of small astonishments. I get the same thing spending an hour with you.
2397,2398,spirituality,"When everything gets answered, it's fake."
211,211,love,"Was it hard?"" I ask.Letting go?""Not as hard as holding on to something that wasn't real."
3241,3242,death,Life is too short when you think of the length of death
868,869,happiness,"When you connect to the silence within you, that is when you can make sense of the disturbance going on around you."
83,83,love,I have decided to stick to love...Hate is too great a burden to bear.
3126,3127,death,"Anne, I don't want to live. . . . Now listen, life is lovely, but I Can't Live It. I can't even explain. I know how silly it sounds . . . but if you knew how it Felt. To be alive, yes, alive, but not be able to live it. Ay that's the rub. I am like a stone that lives . . . locked outside of all that's real. . . . Anne, do you know of such things, can you hear???? I wish, or think I wish, that I were dying of something for then I could be brave, but to be not dying, and yet . . . and yet to [be] behind a wall, watching everyone fit in where I can't, to talk behind a gray foggy wall, to live but to not reach or to reach wrong . . . to do it all wrong . . . believe me, (can you?) . . . what's wrong. I want to belong. I'm like a jew who ends up in the wrong country. I'm not a part. I'm not a member. I'm frozen."
638,638,romance,"	When you're in love you never really know whether your elation comes from the qualities of the one you love, or if it attributes them to her; whether the light which surrounds her like a halo comes from you, from her, or from the meeting of your sparks."
3805,3806,books,"If you don’t like to read, you haven’t found the right book."
1272,1273,inspirational,What's terrible is to pretend that second-rate is first-rate. To pretend that you don't need love when you do; or you like your work when you know quite well you're capable of better.
1394,1395,faith,"If we can just let go and trust that things will work out they way they're supposed to, without trying to control the outcome, then we can begin to enjoy the moment more fully. The joy of the freedom it brings becomes more pleasurable than the experience itself."
4125,4126,knowledge,"....a good book can teach you about the world and about yourself. You learn more than how to read better; you also learn more about life. You become wiser. Not just more knowledgeable - books that provide nothing but information can produce that result. But wiser, in the sense that you are more deeply aware of the great and enduring truths of human life."
2009,2010,religion,Is man merely a mistake of God's? Or God merely a mistake of man?
2840,2841,god,"The significance of our lives and our fragile planet is then determined only by our own wisdom and courage. We are the custodians of life's meaning. We long for a Parent to care for us, to forgive us our errors, to save us from our childish mistakes. But knowledge is preferable to ignorance. Better by far to embrace the hard truth than a reassuring fable. If we crave some cosmic purpose, then let us find ourselves a worthy goal."
2137,2138,religion,"I did not marry the first girl that I fell in love with, because there was a tremendous religious conflict, at the time. She was an atheist, and I was an agnostic."
1923,1924,motivational,The spirit of the individual is determined by his dominating thought habits.
4228,4229,knowledge,The study of truth requires a considerable effort - which is why few are willing to undertake it out of love of knowledge - despite the fact that God has implanted a natural appetite for such knowledge in the minds of men.
3553,3554,science,"The essence of Christianity is told us in the Garden of Eden history. The fruit that was forbidden was on the tree of knowledge. The subtext is, 'All the suffering you have is because you wanted to find out what was going on. You could be in the Garden of Eden if you had just kept your fucking mouth shut and hadn't asked any questions."
739,740,happiness,Now and then it's good to pause in our pursuit of happiness and just be happy.
3574,3575,science,"The feeling of awed wonder that science can give us is one of the highest experiences of which the human psyche is capable. It is a deep aesthetic passion to rank with the finest that music and poetry can deliver. It is truly one of the things that make life worth living and it does so, if anything, more effectively if it convinces us that the time we have for living is quite finite."
1025,1026,inspirational,"When we honestly ask ourselves which person in our lives mean the most to us, we often find that it is those who, instead of giving advice, solutions, or cures, have chosen rather to share our pain and touch our wounds with a warm and tender hand. The friend who can be silent with us in a moment of despair or confusion, who can stay with us in an hour of grief and bereavement, who can tolerate not knowing, not curing, not healing and face with us the reality of our powerlessness, that is a friend who cares."
1379,1380,faith,"To be rejected by someone doesn't mean you should also reject yourself or that you should think of yourself as a lesser person. It doesn't mean that nobody will ever love you anymore. Remember that only ONE person has rejected you at the moment, and it only hurt so much because to you, that person's opinion symbolized the opinion of the whole world, of God."
353,353,romance,"It isn't possible to love and part. You will wish that it was. You can transmute love, ignore it, muddle it, but you can never pull it out of you. I know by experience that the poets are right: love is eternal."
1899,1900,motivational,Don't bother just to be better than your contemporaries or predecessors. Try to be better than yourself.
2997,2998,death,"When people don't express themselves, they die one piece at a time."
1862,1863,motivational,Make today worth remembering.
586,586,romance,"I suppose it’s not a social norm, and not a manly thing to do — to feel, discuss feelings. So that’s what I’m giving the finger to. Social norms and stuff…what good are social norms, really? I think all they do is project a limited and harmful image of people. It thus impedes a broader social acceptance of what someone, or a group of people, might actually be like."
2723,2724,god,"The eye through which I see God is the same eye through which God sees me; my eye and God's eye are one eye, one seeing, one knowing, one love."
2059,2060,religion,"You would not have called to me unless I had been calling to you,"" said the Lion."
2606,2607,spirituality,The geographical pilgrimage is the symbolic acting out of an inner journey. The inner journey is the interpolation of the meanings and signs of the outer pilgrimage. One can have one without the other. It is best to have both.
2812,2813,god,"Making love to me is amazing. Wait, I meant: making love, to me, is amazing. The absence of two little commas nearly transformed me into a sex god. "
1829,1830,motivational,"LAW 25Re-Create YourselfDo not accept the roles that society foists on you. Re-create yourself by forging a new identity, one that commands attention and never bores the audience. Be the master of your own image rather than letting others define if for you. Incorporate dramatic devices into your public gestures and actions – your power will be enhanced and your character will seem larger than life."
4232,4233,knowledge,The thing that's important to know is that you never know. You're always sort of feeling your way.
3997,3998,knowledge,"I am an atheist, out and out. It took me a long time to say it. I've been an atheist for years and years, but somehow I felt it was intellectually unrespectable to say one was an atheist, because it assumed knowledge that one didn't have. Somehow, it was better to say one was a humanist or an agnostic. I finally decided that I'm a creature of emotion as well as of reason. Emotionally, I am an atheist. I don't have the evidence to prove that God doesn't exist, but I so strongly suspect he doesn't that I don't want to waste my time."
2354,2355,spirituality,"The words ‘I Love You’ kill, and resurrect millions, in less than a second."
570,570,romance,"Mock me all you like. Whatever I imagined then, now it is I who would beg and grovel for a kind word from your lips."" His eyes are black with desire. ""By you, I am forever undone."
1882,1883,motivational,"Faith moves mountains, love transforms hearts."
4173,4174,knowledge,Know what you are talking about.
440,440,romance,Do you want to know why men name their penis? So the most important decisions in their life aren't made by a stranger.
3669,3670,books,"There are two motives for reading a book; one, that you enjoy it; the other, that you can boast about it."
2003,2004,religion,All I have seen teaches me to trust the Creator for all I have not seen.
2808,2809,god,"God is really only another artist. He invented the giraffe, the elephant and the cat. He has no real style, He just goes on trying other things."
3227,3228,death,"It is love, not reason, that is stronger than death."
3433,3434,science,"Note, to-day, an instructive, curious spectacle and conflict. Science, (twin, in its fields, of Democracy in its)—Science, testing absolutely all thoughts, all works, has already burst well upon the world—a sun, mounting, most illuminating, most glorious—surely never again to set. But against it, deeply entrench'd, holding possession, yet remains, (not only through the churches and schools, but by imaginative literature, and unregenerate poetry,) the fossil theology of the mythic-materialistic, superstitious, untaught and credulous, fable-loving, primitive ages of humanity."
2485,2486,spirituality,"If faith is what you have to go on, if faith is the link between your beliefs and the world at large, your beliefs are very likely to be wrong. Beliefs can be right or wrong. If you believe you can fly, that belief is only true if indeed you can fly. Somebody who thinks he can fly, and is wrong about it, will eventually discover there's a problem with his view of the world."
